Freq.	V(n003)
3.63078054770101e+00	(-1.13031982867249e-06dB,-6.53553625994936e-02°)
3.71535229097172e+00	(-1.18359016062981e-06dB,-6.68776848320537e-02°)
3.80189396320560e+00	(-1.23937132233967e-06dB,-6.84354665083045e-02°)
3.89045144994280e+00	(-1.29778093578211e-06dB,-7.00295336219059e-02°)
3.98107170553496e+00	(-1.35894335587805e-06dB,-7.16607313614379e-02°)
4.07380277804112e+00	(-1.42298848147398e-06dB,-7.33299245988986e-02°)
4.16869383470335e+00	(-1.49005184406070e-06dB,-7.50379983578345e-02°)
4.26579518801592e+00	(-1.56027614394793e-06dB,-7.67858582407477e-02°)
4.36515832240165e+00	(-1.63380974109232e-06dB,-7.85744311007876e-02°)
4.46683592150962e+00	(-1.71080905723841e-06dB,-8.04046652045174e-02°)
4.57088189614874e+00	(-1.79143709374800e-06dB,-8.22775309443079e-02°)
4.67735141287197e+00	(-1.87586494270252e-06dB,-8.41940213878603e-02°)
4.78630092322637e+00	(-1.96427174833108e-06dB,-8.61551526852427e-02°)
4.89778819368445e+00	(-2.05684518146087e-06dB,-8.81619645980532e-02°)
5.01187233627271e+00	(-2.15378167095710e-06dB,-9.02155212117759e-02°)
5.12861383991364e+00	(-2.25528626775428e-06dB,-9.23169113936952e-02°)
5.24807460249771e+00	(-2.36157494960098e-06dB,-9.44672492813066e-02°)
5.37031796370252e+00	(-2.47287274158688e-06dB,-9.66676750048511e-02°)
5.49540873857623e+00	(-2.58941581934342e-06dB,-9.89193552876725e-02°)
5.62341325190348e+00	(-2.71145144732895e-06dB,-1.01223484036405e-01°)
5.75439937337156e+00	(-2.83923870882713e-06dB,-1.03581282870080e-01°)
5.88843655355588e+00	(-2.97304813275456e-06dB,-1.05994001995273e-01°)
6.02559586074356e+00	(-3.11316392222505e-06dB,-1.08462920623222e-01°)
6.16595001861481e+00	(-3.25988327470157e-06dB,-1.10989347824601e-01°)
6.30957344480192e+00	(-3.41351725568054e-06dB,-1.13574623201070e-01°)
6.45654229034654e+00	(-3.57439181702565e-06dB,-1.16220117434667e-01°)
6.60693448007594e+00	(-3.74284814702284e-06dB,-1.18927233295210e-01°)
6.76082975391980e+00	(-3.91924372921668e-06dB,-1.21697406067524e-01°)
6.91830970918935e+00	(-4.10395265485737e-06dB,-1.24532104579160e-01°)
7.07945784384136e+00	(-4.29736669138135e-06dB,-1.27432831800617e-01°)
7.24435960074988e+00	(-4.49989603266409e-06dB,-1.30401125801774e-01°)
7.41310241300916e+00	(-4.71197035400125e-06dB,-1.33438560392780e-01°)
7.58577575029182e+00	(-4.93403963758031e-06dB,-1.36546746080445e-01°)
7.76247116628690e+00	(-5.16657472601244e-06dB,-1.39727330851577e-01°)
7.94328234724279e+00	(-5.41006896362706e-06dB,-1.42982001180207e-01°)
8.12830516164097e+00	(-5.66503875386259e-06dB,-1.46312482698918e-01°)
8.31763771102669e+00	(-5.93202506362826e-06dB,-1.49720541277250e-01°)
8.51138038202374e+00	(-6.21159422370737e-06dB,-1.53207983988136e-01°)
8.70963589956078e+00	(-6.50433917275259e-06dB,-1.56776659901260e-01°)
8.91250938133743e+00	(-6.81088089993408e-06dB,-1.60428461202079e-01°)
9.12010839355907e+00	(-7.13186968990165e-06dB,-1.64165324147959e-01°)
9.33254300796988e+00	(-7.46798637642726e-06dB,-1.67989230105690e-01°)
9.54992586021433e+00	(-7.81994398853080e-06dB,-1.71902206588959e-01°)
9.77237220955808e+00	(-8.18848893469422e-06dB,-1.75906328346659e-01°)
9.99999999999997e+00	(-8.57440319672943e-06dB,-1.80003718420614e-01°)
1.02329299228075e+01	(-8.97850533463143e-06dB,-1.84196549345743e-01°)
1.04712854805090e+01	(-9.40165246154792e-06dB,-1.88487044258554e-01°)
1.07151930523760e+01	(-9.84474218403581e-06dB,-1.92877478097186e-01°)
1.09647819614318e+01	(-1.03087144362442e-05dB,-1.97370178735215e-01°)
1.12201845430196e+01	(-1.07945534192123e-05dB,-2.01967528298593e-01°)
1.14815362149688e+01	(-1.13032896664975e-05dB,-2.06671964446894e-01°)
1.17489755493953e+01	(-1.18360023884984e-05dB,-2.11485981562851e-01°)
1.20226443461741e+01	(-1.23938215467691e-05dB,-2.16412132160659e-01°)
1.23026877081238e+01	(-1.29779304731848e-05dB,-2.21453028207637e-01°)
1.25892541179416e+01	(-1.35895681969190e-05dB,-2.26611342517055e-01°)
1.28824955169313e+01	(-1.42300321426937e-05dB,-2.31889810166279e-01°)
1.31825673855640e+01	(-1.49006809785061e-05dB,-2.37291229924984e-01°)
1.34896288259165e+01	(-1.56029372589236e-05dB,-2.42818465800276e-01°)
1.38038426460288e+01	(-1.63382907077357e-05dB,-2.48474448469728e-01°)
1.41253754462275e+01	(-1.71083012344594e-05dB,-2.54262176902553e-01°)
1.44543977074592e+01	(-1.79146022565446e-05dB,-2.60184719909377e-01°)
1.47910838816820e+01	(-1.87589042163834e-05dB,-2.66245217829246e-01°)
1.51356124843620e+01	(-1.96429981137583e-05dB,-2.72446884114668e-01°)
1.54881661891248e+01	(-2.05687594384987e-05dB,-2.78793007084400e-01°)
1.58489319246111e+01	(-2.15381520153950e-05dB,-2.85286951660758e-01°)
1.62181009735892e+01	(-2.25532323071822e-05dB,-2.91932161162685e-01°)
1.65958690743755e+01	(-2.36161536133911e-05dB,-2.98732159098576e-01°)
1.69824365246174e+01	(-2.47291708198472e-05dB,-3.05690551075895e-01°)
1.73780082874937e+01	(-2.58946450363243e-05dB,-3.12811026690160e-01°)
1.77827941003892e+01	(-2.71150487173473e-05dB,-3.20097361495062e-01°)
1.81970085860998e+01	(-2.83929708235172e-05dB,-3.27553418972262e-01°)
1.86208713666286e+01	(-2.97311223541264e-05dB,-3.35183152638254e-01°)
1.90546071796324e+01	(-3.11323421150958e-05dB,-3.42990608105067e-01°)
1.94984459975804e+01	(-3.25996027260929e-05dB,-3.50979925191470e-01°)
1.99526231496887e+01	(-3.41360169121582e-05dB,-3.59155340211870e-01°)
2.04173794466952e+01	(-3.57448441454169e-05dB,-3.67521188137543e-01°)
2.08929613085403e+01	(-3.74294975375523e-05dB,-3.76081904945678e-01°)
2.13796208950222e+01	(-3.91935510997296e-05dB,-3.84842029932291e-01°)
2.18776162394954e+01	(-4.10407473140426e-05dB,-3.93806208164529e-01°)
2.23872113856833e+01	(-4.29750051013480e-05dB,-4.02979192924763e-01°)
2.29086765276776e+01	(-4.50004281025604e-05dB,-4.12365848222741e-01°)
2.34422881531991e+01	(-4.71213134344558e-05dB,-4.21971151398679e-01°)
2.39883291901948e+01	(-4.93421607753401e-05dB,-4.31800195733256e-01°)
2.45470891568502e+01	(-5.16676819532039e-05dB,-4.41858193186599e-01°)
2.51188643150957e+01	(-5.41028108820770e-05dB,-4.52150477123731e-01°)
2.57039578276885e+01	(-5.66527141619270e-05dB,-4.62682505199410e-01°)
2.63026799189537e+01	(-5.93228018917674e-05dB,-4.73459862196234e-01°)
2.69153480392690e+01	(-6.21187392919405e-05dB,-4.84488263022014e-01°)
2.75422870333815e+01	(-6.50464586592058e-05dB,-4.95773555731505e-01°)
2.81838293126444e+01	(-6.81121719883027e-05dB,-5.07321724638555e-01°)
2.88403150312659e+01	(-7.13223841529596e-05dB,-5.19138893490627e-01°)
2.95120922666637e+01	(-7.46839067466520e-05dB,-5.31231328703021e-01°)
3.01995172040200e+01	(-7.82038725310500e-05dB,-5.43605442713804e-01°)
3.09029543251358e+01	(-8.18897505799260e-05dB,-5.56267797360085e-01°)
3.16227766016837e+01	(-8.57493621628974e-05dB,-5.69225107387495e-01°)
3.23593656929627e+01	(-8.97908973458812e-05dB,-5.82484243985875e-01°)
3.31131121482590e+01	(-9.40229324104982e-05dB,-5.96052238460471e-01°)
3.38844156139201e+01	(-9.84544480519491e-05dB,-6.09936285962148e-01°)
3.46736850452530e+01	(-1.03094848498108e-04dB,-6.24143749304481e-01°)
3.54813389233574e+01	(-1.07953981443785e-04dB,-6.38682162862477e-01°)
3.63078054770100e+01	(-1.13042159021014e-04dB,-6.53559236601087e-01°)
3.71535229097171e+01	(-1.18370179710907e-04dB,-6.68782860139209e-01°)
3.80189396320559e+01	(-1.23949351268457e-04dB,-6.84361106963472e-01°)
3.89045144994279e+01	(-1.29791514813664e-04dB,-7.00302238720358e-01°)
3.98107170553495e+01	(-1.35909069947275e-04dB,-7.16614709569897e-01°)
4.07380277804111e+01	(-1.42315001151548e-04dB,-7.33307170716477e-01°)
4.16869383470333e+01	(-1.49022905419197e-04dB,-7.50388474993099e-01°)
4.26579518801591e+01	(-1.56047021127940e-04dB,-7.67867681564976e-01°)
4.36515832240164e+01	(-1.63402258355500e-04dB,-7.85754060731812e-01°)
4.46683592150961e+01	(-1.71104230594631e-04dB,-8.04057098889528e-01°)
4.57088189614873e+01	(-1.79169287957923e-04dB,-8.22786503526413e-01°)
4.67735141287196e+01	(-1.87614552006514e-04dB,-8.41952208426369e-01°)
4.78630092322636e+01	(-1.96457952157478e-04dB,-8.61564378930017e-01°)
4.89778819368444e+01	(-2.05718263854167e-04dB,-8.81633417347388e-01°)
5.01187233627270e+01	(-2.15415148559419e-04dB,-9.02169968483594e-01°)
5.12861383991362e+01	(-2.25569195580415e-04dB,-9.23184925305006e-01°)
5.24807460249770e+01	(-2.36201965982806e-04dB,-9.44689434746677e-01°)
5.37031796370250e+01	(-2.47336038457314e-04dB,-9.66694903626148e-01°)
5.49540873857622e+01	(-2.58995057455258e-04dB,-9.89213004722817e-01°)
5.62341325190346e+01	(-2.71203783573913e-04dB,-1.01225568299174e+00°)
5.75439937337154e+01	(-2.83988146344230e-04dB,-1.03583516193027e+00°)
5.88843655355586e+01	(-2.97375299474184e-04dB,-1.05996395007007e+00°)
6.02559586074355e+01	(-3.11393678803518e-04dB,-1.08465484765611e+00°)
6.16595001861479e+01	(-3.26073062912277e-04dB,-1.10992095345458e+00°)
6.30957344480190e+01	(-3.41444636704529e-04dB,-1.13577567174984e+00°)
6.45654229034652e+01	(-3.57541057917427e-04dB,-1.16223271946844e+00°)
6.60693448007593e+01	(-3.74396526868394e-04dB,-1.18930613350174e+00°)
6.76082975391978e+01	(-3.92046859463931e-04dB,-1.21701027818905e+00°)
6.91830970918933e+01	(-4.10529563733715e-04dB,-1.24535985299076e+00°)
7.07945784384134e+01	(-4.29883919967571e-04dB,-1.27436990031706e+00°)
7.24435960074986e+01	(-4.50151064658296e-04dB,-1.30405581355805e+00°)
7.41310241300914e+01	(-4.71374078489075e-04dB,-1.33443334530987e+00°)
7.58577575029180e+01	(-4.93598078488515e-04dB,-1.36551861578528e+00°)
7.76247116628688e+01	(-5.16870314571881e-04dB,-1.39732812142089e+00°)
7.94328234724277e+01	(-5.41240270670768e-04dB,-1.42987874369213e+00°)
8.12830516164095e+01	(-5.66759770795287e-04dB,-1.46318775815681e+00°)
8.31763771102667e+01	(-5.93483089977511e-04dB,-1.49727284366619e+00°)
8.51138038202372e+01	(-6.21467070698858e-04dB,-1.53215209184569e+00°)
8.70963589956076e+01	(-6.50771244779266e-04dB,-1.56784401676965e+00°)
8.91250938133741e+01	(-6.81457961132358e-04dB,-1.60436756488057e+00°)
9.12010839355905e+01	(-7.13592519622150e-04dB,-1.64174212513348e+00°)
9.33254300796986e+01	(-7.47243311382322e-04dB,-1.67998753939694e+00°)
9.54992586021431e+01	(-7.82481965783702e-04dB,-1.71912411308666e+00°)
9.77237220955805e+01	(-8.19383504537597e-04dB,-1.75917262606582e+00°)
9.99999999999995e+01	(-8.58026503153698e-04dB,-1.80015434379846e+00°)
1.02329299228075e+02	(-8.98493260173017e-04dB,-1.84209102877685e+00°)
1.04712854805089e+02	(-9.40869974543457e-04dB,-1.88500495221318e+00°)
1.07151930523760e+02	(-9.85246931548248e-04dB,-1.92891890602143e+00°)
1.09647819614318e+02	(-1.03171869768327e-03dB,-1.97385621508441e+00°)
1.12201845430196e+02	(-1.08038432497496e-03dB,-2.01984074981784e+00°)
1.14815362149688e+02	(-1.13134756511509e-03dB,-2.06689693903127e+00°)
1.17489755493952e+02	(-1.18471709400503e-03dB,-2.11504978310799e+00°)
1.20226443461741e+02	(-1.24060674714610e-03dB,-2.16432486749703e+00°)
1.23026877081237e+02	(-1.29913576645982e-03dB,-2.21474837653990e+00°)
1.25892541179416e+02	(-1.36042905907846e-03dB,-2.26634710762418e+00°)
1.28824955169313e+02	(-1.42461746874656e-03dB,-2.31914848569255e+00°)
1.31825673855640e+02	(-1.49183806038244e-03dB,-2.37318057809206e+00°)
1.34896288259165e+02	(-1.56223441856775e-03dB,-2.42847210979854e+00°)
1.38038426460288e+02	(-1.63595696057676e-03dB,-2.48505247900552e+00°)
1.41253754462275e+02	(-1.71316326473218e-03dB,-2.54295177310108e+00°)
1.44543977074592e+02	(-1.79401841486545e-03dB,-2.60220078503626e+00°)
1.47910838816820e+02	(-1.87869536160885e-03dB,-2.66283103009062e+00°)
1.51356124843620e+02	(-1.96737530152391e-03dB,-2.72487476306090e+00°)
1.54881661891247e+02	(-2.06024807488472e-03dB,-2.78836499587661e+00°)
1.58489319246110e+02	(-2.15751258304563e-03dB,-2.85333551563679e+00°)
1.62181009735892e+02	(-2.25937722649266e-03dB,-2.91982090311848e+00°)
1.65958690743755e+02	(-2.36606036459443e-03dB,-2.98785655173193e+00°)
1.69824365246173e+02	(-2.47779079813142e-03dB,-3.05747868695468e+00°)
1.73780082874936e+02	(-2.59480827589413e-03dB,-3.12872438625329e+00°)
1.77827941003891e+02	(-2.71736402654021e-03dB,-3.20163159951248e+00°)
1.81970085860997e+02	(-2.84572131701128e-03dB,-3.27623916997395e+00°)
1.86208713666286e+02	(-2.98015603898014e-03dB,-3.35258685570831e+00°)
1.90546071796323e+02	(-3.12095732473658e-03dB,-3.43071535163430e+00°)
1.94984459975803e+02	(-3.26842819414416e-03dB,-3.51066631210343e+00°)
1.99526231496887e+02	(-3.42288623426463e-03dB,-3.59248237405636e+00°)
2.04173794466952e+02	(-3.58466431341921e-03dB,-3.67620718078301e+00°)
2.08929613085403e+02	(-3.75411133162225e-03dB,-3.76188540629567e+00°)
2.13796208950222e+02	(-3.93159300914682e-03dB,-3.84956278032688e+00°)
2.18776162394954e+02	(-4.11749271557445e-03dB,-3.93928611399062e+00°)
2.23872113856832e+02	(-4.31221234130221e-03dB,-4.03110332610551e+00°)
2.29086765276776e+02	(-4.51617321398029e-03dB,-4.12506347021504e+00°)
2.34422881531991e+02	(-4.72981706231486e-03dB,-4.22121676232196e+00°)
2.39883291901947e+02	(-4.95360702986224e-03dB,-4.31961460935270e+00°)
2.45470891568501e+02	(-5.18802874164837e-03dB,-4.42030963839089e+00°)
2.51188643150956e+02	(-5.43359142649606e-03dB,-4.52335572668200e+00°)
2.57039578276885e+02	(-5.69082909838356e-03dB,-4.62880803245999e+00°)
2.63026799189536e+02	(-5.96030179992569e-03dB,-4.73672302659634e+00°)
2.69153480392690e+02	(-6.24259691182447e-03dB,-4.84715852511791e+00°)
2.75422870333815e+02	(-6.53833053188515e-03dB,-4.96017372261458e+00°)
2.81838293126443e+02	(-6.84814892767520e-03dB,-5.07582922655982e+00°)
2.88403150312659e+02	(-7.17273006722727e-03dB,-5.19418709259189e+00°)
2.95120922666637e+02	(-7.51278523221705e-03dB,-5.31531086076896e+00°)
3.01995172040200e+02	(-7.86906071859913e-03dB,-5.43926559284327e+00°)
3.09029543251357e+02	(-8.24233962984344e-03dB,-5.56611791058378e+00°)
3.16227766016836e+02	(-8.63344376838171e-03dB,-5.69593603518569e+00°)
3.23593656929626e+02	(-9.04323563117353e-03dB,-5.82878982780764e+00°)
3.31131121482589e+02	(-9.47262051562822e-03dB,-5.96475083126333e+00°)
3.38844156139200e+02	(-9.92254874283459e-03dB,-6.10389231292779e+00°)
3.46736850452529e+02	(-1.03940180050846e-02dB,-6.24628930888162e+00°)
3.54813389233573e+02	(-1.08880758456320e-02dB,-6.39201866935131e+00°)
3.63078054770099e+02	(-1.14058222787825e-02dB,-6.54115910548527e+00°)
3.71535229097170e+02	(-1.19484125592844e-02dB,-6.69379123751636e+00°)
3.80189396320558e+02	(-1.25170601103146e-02dB,-6.84999764435572e+00°)
3.89045144994278e+02	(-1.31130396204438e-02dB,-7.00986291468127e+00°)
3.98107170553494e+02	(-1.37376903201847e-02dB,-7.17347369956218e+00°)
4.07380277804110e+02	(-1.43924194499358e-02dB,-7.34091876668323e+00°)
4.16869383470332e+02	(-1.50787059317405e-02dB,-7.51228905622799e+00°)
4.26579518801589e+02	(-1.57981042582652e-02dB,-7.68767773847684e+00°)
4.36515832240163e+02	(-1.65522486133706e-02dB,-7.86718027318746e+00°)
4.46683592150960e+02	(-1.73428572396973e-02dB,-8.05089447082105e+00°)
4.57088189614872e+02	(-1.81717370698796e-02dB,-8.23892055568310e+00°)
4.67735141287195e+02	(-1.90407886391232e-02dB,-8.43136123104694e+00°)
4.78630092322635e+02	(-1.99520112983529e-02dB,-8.62832174633648e+00°)
4.89778819368442e+02	(-2.09075087484278e-02dB,-8.82990996643769e+00°)
5.01187233627268e+02	(-2.19094949176301e-02dB,-9.03623644322025e+00°)
5.12861383991361e+02	(-2.29603002061169e-02dB,-9.24741448934515e+00°)
5.24807460249769e+02	(-2.40623781230348e-02dB,-9.46356025444366e+00°)
5.37031796370249e+02	(-2.52183123437363e-02dB,-9.68479280374477e+00°)
5.49540873857620e+02	(-2.64308242168593e-02dB,-9.91123419924170e+00°)
5.62341325190345e+02	(-2.77027807530953e-02dB,-1.01430095834807e+01°)
5.75439937337152e+02	(-2.90372031300555e-02dB,-1.03802472660586e+01°)
5.88843655355584e+02	(-3.04372757502435e-02dB,-1.06230788129202e+01°)
6.02559586074353e+02	(-3.19063558920388e-02dB,-1.08716391385421e+01°)
6.16595001861477e+02	(-3.34479839964908e-02dB,-1.11260666010898e+01°)
6.30957344480188e+02	(-3.50658946363678e-02dB,-1.13865031006393e+01°)
6.45654229034650e+02	(-3.67640282170943e-02dB,-1.16530941805443e+01°)
6.60693448007591e+02	(-3.85465434633744e-02dB,-1.19259891320359e+01°)
6.76082975391976e+02	(-4.04178307492349e-02dB,-1.22053411021342e+01°)
6.91830970918931e+02	(-4.23825263337138e-02dB,-1.24913072049415e+01°)
7.07945784384132e+02	(-4.44455275693295e-02dB,-1.27840486363948e+01°)
7.24435960074984e+02	(-4.66120091553942e-02dB,-1.30837307925303e+01°)
7.41310241300911e+02	(-4.88874405139900e-02dB,-1.33905233913183e+01°)
7.58577575029177e+02	(-5.12776043720737e-02dB,-1.37046005981013e+01°)
7.76247116628685e+02	(-5.37886166398022e-02dB,-1.40261411546674e+01°)
7.94328234724275e+02	(-5.64269476817376e-02dB,-1.43553285119627e+01°)
8.12830516164092e+02	(-5.91994450849382e-02dB,-1.46923509664343e+01°)
8.31763771102664e+02	(-6.21133580356193e-02dB,-1.50374017999656e+01°)
8.51138038202369e+02	(-6.51763634244426e-02dB,-1.53906794233439e+01°)
8.70963589956073e+02	(-6.83965938089521e-02dB,-1.57523875231598e+01°)
8.91250938133738e+02	(-7.17826673714554e-02dB,-1.61227352120086e+01°)
9.12010839355902e+02	(-7.53437200199275e-02dB,-1.65019371818140e+01°)
9.33254300796983e+02	(-7.90894397903776e-02dB,-1.68902138600427e+01°)
9.54992586021428e+02	(-8.30301037198497e-02dB,-1.72877915685282e+01°)
9.77237220955802e+02	(-8.71766173706828e-02dB,-1.76949026845443e+01°)
9.99999999999991e+02	(-9.15405571988541e-02dB,-1.81117858037005e+01°)
1.02329299228075e+03	(-9.61342159715537e-02dB,-1.85386859041416e+01°)
1.04712854805089e+03	(-1.00970651452161e-01dB,-1.89758545114306e+01°)
1.07151930523760e+03	(-1.06063738584187e-01dB,-1.94235498633897e+01°)
1.09647819614318e+03	(-1.11428225419306e-01dB,-1.98820370740369e+01°)
1.12201845430195e+03	(-1.17079793048500e-01dB,-2.03515882956191e+01°)
1.14815362149687e+03	(-1.23035119809105e-01dB,-2.08324828775748e+01°)
1.17489755493952e+03	(-1.29311950054529e-01dB,-2.13250075210794e+01°)
1.20226443461740e+03	(-1.35929167786553e-01dB,-2.18294564276203e+01°)
1.23026877081237e+03	(-1.42906875463288e-01dB,-2.23461314398190e+01°)
1.25892541179416e+03	(-1.50266478307377e-01dB,-2.28753421724603e+01°)
1.28824955169312e+03	(-1.58030774450020e-01dB,-2.34174061314038e+01°)
1.31825673855640e+03	(-1.66224051255070e-01dB,-2.39726488177374e+01°)
1.34896288259164e+03	(-1.74872188173771e-01dB,-2.45414038141736e+01°)
1.38038426460287e+03	(-1.84002766484931e-01dB,-2.51240128503141e+01°)
1.41253754462274e+03	(-1.93645186274455e-01dB,-2.57208258429643e+01°)
1.44543977074591e+03	(-2.03830791004223e-01dB,-2.63322009072260e+01°)
1.47910838816819e+03	(-2.14593000009553e-01dB,-2.69585043335705e+01°)
1.51356124843619e+03	(-2.25967449247904e-01dB,-2.76001105255461e+01°)
1.54881661891247e+03	(-2.37992140596329e-01dB,-2.82574018921629e+01°)
1.58489319246110e+03	(-2.50707599960559e-01dB,-2.89307686883476e+01°)
1.62181009735891e+03	(-2.64157044413061e-01dB,-2.96206087961635e+01°)
1.65958690743754e+03	(-2.78386558518003e-01dB,-3.03273274387427e+01°)
1.69824365246173e+03	(-2.93445279927278e-01dB,-3.10513368180958e+01°)
1.73780082874936e+03	(-3.09385594239363e-01dB,-3.17930556671350e+01°)
1.77827941003891e+03	(-3.26263339001163e-01dB,-3.25529087053979e+01°)
1.81970085860997e+03	(-3.44138016597665e-01dB,-3.33313259870776e+01°)
1.86208713666285e+03	(-3.63073015613684e-01dB,-3.41287421290915e+01°)
1.90546071796323e+03	(-3.83135840062167e-01dB,-3.49455954060413e+01°)
1.94984459975803e+03	(-4.04398345651973e-01dB,-3.57823266980835e+01°)
1.99526231496886e+03	(-4.26936982011131e-01dB,-3.66393782769456e+01°)
2.04173794466951e+03	(-4.50833039487040e-01dB,-3.75171924146360e+01°)
2.08929613085402e+03	(-4.76172898809087e-01dB,-3.84162097988387e+01°)
2.13796208950221e+03	(-5.03048281520939e-01dB,-3.93368677386074e+01°)
2.18776162394953e+03	(-5.31556498666167e-01dB,-4.02795981438274e+01°)
2.23872113856832e+03	(-5.61800694742858e-01dB,-4.12448252620717e+01°)
2.29086765276775e+03	(-5.93890083429793e-01dB,-4.22329631569982e+01°)
2.34422881531990e+03	(-6.27940171032052e-01dB,-4.32444129134115e+01°)
2.39883291901947e+03	(-6.64072963001657e-01dB,-4.42795595556222e+01°)
2.45470891568501e+03	(-7.02417148266150e-01dB,-4.53387686678819e+01°)
2.51188643150955e+03	(-7.43108255455345e-01dB,-4.64223827085424e+01°)
2.57039578276884e+03	(-7.86288774467809e-01dB,-4.75307170132923e+01°)
2.63026799189535e+03	(-8.32108236181741e-01dB,-4.86640554874496e+01°)
2.69153480392689e+03	(-8.80723242512973e-01dB,-4.98226459929229e+01°)
2.75422870333814e+03	(-9.32297438482785e-01dB,-5.10066954421773e+01°)
2.81838293126442e+03	(-9.87001417513888e-01dB,-5.22163646193844e+01°)
2.88403150312658e+03	(-1.04501255086065e+00dB,-5.34517627579241e+01°)
2.95120922666635e+03	(-1.10651473194293e+00dB,-5.47129419135025e+01°)
3.01995172040198e+03	(-1.17169802643700e+00dB,-5.59998911832640e+01°)
