Freq.	V(n002)
4.46683592150961e+02	(-8.57941253897504e+00dB,-7.92684043730300e+01°)
4.57088189614873e+02	(-8.77262978257459e+00dB,-7.95071991275731e+01°)
4.67735141287196e+02	(-8.96614239670189e+00dB,-7.97409150156593e+01°)
4.78630092322636e+02	(-9.15993793187751e+00dB,-7.99696448305884e+01°)
4.89778819368444e+02	(-9.35400442803016e+00dB,-8.01934806717935e+01°)
5.01187233627270e+02	(-9.54833039828905e+00dB,-8.04125138767657e+01°)
5.12861383991362e+02	(-9.74290481304523e+00dB,-8.06268349590336e+01°)
5.24807460249770e+02	(-9.93771708430391e+00dB,-8.08365335518631e+01°)
5.37031796370250e+02	(-1.01327570503468e+01dB,-8.10416983573615e+01°)
5.49540873857622e+02	(-1.03280149607207e+01dB,-8.12424171006719e+01°)
5.62341325190346e+02	(-1.05234814615643e+01dB,-8.14387764889624e+01°)
5.75439937337154e+02	(-1.07191475812863e+01dB,-8.16308621749218e+01°)
5.88843655355586e+02	(-1.09150047165995e+01dB,-8.18187587244852e+01°)
6.02559586074355e+02	(-1.11110446189207e+01dB,-8.20025495885266e+01°)
6.16595001861479e+02	(-1.13072593811386e+01dB,-8.21823170782641e+01°)
6.30957344480190e+02	(-1.15036414247523e+01dB,-8.23581423441377e+01°)
6.45654229034652e+02	(-1.17001834873830e+01dB,-8.25301053579285e+01°)
6.60693448007592e+02	(-1.18968786106568e+01dB,-8.26982848979005e+01°)
6.76082975391978e+02	(-1.20937201284580e+01dB,-8.28627585367564e+01°)
6.91830970918933e+02	(-1.22907016555508e+01dB,-8.30236026322098e+01°)
7.07945784384134e+02	(-1.24878170765641e+01dB,-8.31808923199866e+01°)
7.24435960074986e+02	(-1.26850605353371e+01dB,-8.33347015090769e+01°)
7.41310241300914e+02	(-1.28824264246193e+01dB,-8.34851028790707e+01°)
7.58577575029180e+02	(-1.30799093761188e+01dB,-8.36321678794181e+01°)
7.76247116628688e+02	(-1.32775042508941e+01dB,-8.37759667304642e+01°)
7.94328234724277e+02	(-1.34752061300811e+01dB,-8.39165684261178e+01°)
8.12830516164095e+02	(-1.36730103059491e+01dB,-8.40540407380208e+01°)
8.31763771102666e+02	(-1.38709122732778e+01dB,-8.41884502210936e+01°)
8.51138038202372e+02	(-1.40689077210481e+01dB,-8.43198622203386e+01°)
8.70963589956076e+02	(-1.42669925244384e+01dB,-8.44483408787916e+01°)
8.91250938133741e+02	(-1.44651627371181e+01dB,-8.45739491465180e+01°)
9.12010839355905e+02	(-1.46634145838312e+01dB,-8.46967487905565e+01°)
9.33254300796986e+02	(-1.48617444532606e+01dB,-8.48168004057193e+01°)
9.54992586021431e+02	(-1.50601488911657e+01dB,-8.49341634261646e+01°)
9.77237220955805e+02	(-1.52586245937842e+01dB,-8.50488961376621e+01°)
9.99999999999994e+02	(-1.54571684014909e+01dB,-8.51610556904761e+01°)
1.02329299228075e+03	(-1.56557772927050e+01dB,-8.52706981127996e+01°)
1.04712854805089e+03	(-1.58544483780375e+01dB,-8.53778783246722e+01°)
1.07151930523760e+03	(-1.60531788946709e+01dB,-8.54826501523250e+01°)
1.09647819614318e+03	(-1.62519662009640e+01dB,-8.55850663428935e+01°)
1.12201845430196e+03	(-1.64508077712729e+01dB,-8.56851785794507e+01°)
1.14815362149688e+03	(-1.66497011909820e+01dB,-8.57830374963079e+01°)
1.17489755493952e+03	(-1.68486441517368e+01dB,-8.58786926945435e+01°)
1.20226443461741e+03	(-1.70476344468710e+01dB,-8.59721927577143e+01°)
1.23026877081237e+03	(-1.72466699670215e+01dB,-8.60635852677144e+01°)
1.25892541179416e+03	(-1.74457486959249e+01dB,-8.61529168207448e+01°)
1.28824955169313e+03	(-1.76448687063863e+01dB,-8.62402330433623e+01°)
1.31825673855640e+03	(-1.78440281564178e+01dB,-8.63255786085769e+01°)
1.34896288259165e+03	(-1.80432252855360e+01dB,-8.64089972519706e+01°)
1.38038426460288e+03	(-1.82424584112165e+01dB,-8.64905317878134e+01°)
1.41253754462275e+03	(-1.84417259254960e+01dB,-8.65702241251511e+01°)
1.44543977074592e+03	(-1.86410262917182e+01dB,-8.66481152838462e+01°)
1.47910838816820e+03	(-1.88403580414173e+01dB,-8.67242454105511e+01°)
1.51356124843620e+03	(-1.90397197713337e+01dB,-8.67986537945963e+01°)
1.54881661891247e+03	(-1.92391101405567e+01dB,-8.68713788837775e+01°)
1.58489319246110e+03	(-1.94385278677886e+01dB,-8.69424583000281e+01°)
1.62181009735892e+03	(-1.96379717287267e+01dB,-8.70119288549617e+01°)
1.65958690743755e+03	(-1.98374405535566e+01dB,-8.70798265652760e+01°)
1.69824365246173e+03	(-2.00369332245534e+01dB,-8.71461866680036e+01°)
1.73780082874936e+03	(-2.02364486737869e+01dB,-8.72110436356044e+01°)
1.77827941003891e+03	(-2.04359858809246e+01dB,-8.72744311908872e+01°)
1.81970085860997e+03	(-2.06355438711308e+01dB,-8.73363823217558e+01°)
1.86208713666286e+03	(-2.08351217130560e+01dB,-8.73969292957716e+01°)
1.90546071796323e+03	(-2.10347185169135e+01dB,-8.74561036745279e+01°)
1.94984459975803e+03	(-2.12343334326403e+01dB,-8.75139363278288e+01°)
1.99526231496887e+03	(-2.14339656481372e+01dB,-8.75704574476721e+01°)
2.04173794466952e+03	(-2.16336143875862e+01dB,-8.76256965620283e+01°)
2.08929613085403e+03	(-2.18332789098413e+01dB,-8.76796825484161e+01°)
2.13796208950222e+03	(-2.20329585068890e+01dB,-8.77324436472699e+01°)
2.18776162394954e+03	(-2.22326525023774e+01dB,-8.77840074750984e+01°)
2.23872113856832e+03	(-2.24323602502089e+01dB,-8.78344010374322e+01°)
2.29086765276776e+03	(-2.26320811331946e+01dB,-8.78836507415598e+01°)
2.34422881531991e+03	(-2.28318145617686e+01dB,-8.79317824090511e+01°)
2.39883291901947e+03	(-2.30315599727580e+01dB,-8.79788212880681e+01°)
2.45470891568501e+03	(-2.32313168282077e+01dB,-8.80247920654637e+01°)
2.51188643150956e+03	(-2.34310846142566e+01dB,-8.80697188786669e+01°)
2.57039578276885e+03	(-2.36308628400638e+01dB,-8.81136253273584e+01°)
2.63026799189536e+03	(-2.38306510367814e+01dB,-8.81565344849334e+01°)
2.69153480392690e+03	(-2.40304487565739e+01dB,-8.81984689097568e+01°)
2.75422870333815e+03	(-2.42302555716801e+01dB,-8.82394506562094e+01°)
2.81838293126443e+03	(-2.44300710735165e+01dB,-8.82795012855277e+01°)
2.88403150312658e+03	(-2.46298948718211e+01dB,-8.83186418764387e+01°)
2.95120922666636e+03	(-2.48297265938347e+01dB,-8.83568930355924e+01°)
3.01995172040199e+03	(-2.50295658835182e+01dB,-8.83942749077931e+01°)
3.09029543251357e+03	(-2.52294124008058e+01dB,-8.84308071860313e+01°)
3.16227766016836e+03	(-2.54292658208896e+01dB,-8.84665091213206e+01°)
3.23593656929626e+03	(-2.56291258335380e+01dB,-8.85013995323391e+01°)
3.31131121482589e+03	(-2.58289921424427e+01dB,-8.85354968148797e+01°)
3.38844156139200e+03	(-2.60288644645960e+01dB,-8.85688189511119e+01°)
3.46736850452529e+03	(-2.62287425296949e+01dB,-8.86013835186555e+01°)
3.54813389233573e+03	(-2.64286260795724e+01dB,-8.86332076994720e+01°)
3.63078054770099e+03	(-2.66285148676539e+01dB,-8.86643082885736e+01°)
3.71535229097170e+03	(-2.68284086584378e+01dB,-8.86947017025544e+01°)
3.80189396320558e+03	(-2.70283072269990e+01dB,-8.87244039879457e+01°)
3.89045144994278e+03	(-2.72282103585155e+01dB,-8.87534308293978e+01°)
3.98107170553494e+03	(-2.74281178478149e+01dB,-8.87817975576924e+01°)
4.07380277804110e+03	(-2.76280294989422e+01dB,-8.88095191575873e+01°)
4.16869383470332e+03	(-2.78279451247459e+01dB,-8.88366102754959e+01°)
4.26579518801589e+03	(-2.80278645464838e+01dB,-8.88630852270063e+01°)
4.36515832240162e+03	(-2.82277875934452e+01dB,-8.88889580042402e+01°)
4.46683592150960e+03	(-2.84277141025910e+01dB,-8.89142422830564e+01°)
4.57088189614871e+03	(-2.86276439182092e+01dB,-8.89389514301007e+01°)
4.67735141287194e+03	(-2.88275768915861e+01dB,-8.89630985097052e+01°)
4.78630092322634e+03	(-2.90275128806923e+01dB,-8.89866962906400e+01°)
4.89778819368442e+03	(-2.92274517498825e+01dB,-8.90097572527200e+01°)
5.01187233627268e+03	(-2.94273933696092e+01dB,-8.90322935932685e+01°)
5.12861383991361e+03	(-2.96273376161484e+01dB,-8.90543172334428e+01°)
5.24807460249768e+03	(-2.98272843713385e+01dB,-8.90758398244212e+01°)
5.37031796370248e+03	(-3.00272335223304e+01dB,-8.90968727534566e+01°)
5.49540873857620e+03	(-3.02271849613489e+01dB,-8.91174271497986e+01°)
5.62341325190344e+03	(-3.04271385854647e+01dB,-8.91375138904861e+01°)
5.75439937337152e+03	(-3.06270942963769e+01dB,-8.91571436060131e+01°)
5.88843655355584e+03	(-3.08270520002047e+01dB,-8.91763266858715e+01°)
6.02559586074353e+03	(-3.10270116072893e+01dB,-8.91950732839714e+01°)
6.16595001861477e+03	(-3.12269730320039e+01dB,-8.92133933239431e+01°)
6.30957344480188e+03	(-3.14269361925725e+01dB,-8.92312965043217e+01°)
6.45654229034650e+03	(-3.16269010108969e+01dB,-8.92487923036182e+01°)
6.60693448007590e+03	(-3.18268674123915e+01dB,-8.92658899852786e+01°)
6.76082975391976e+03	(-3.20268353258252e+01dB,-8.92825986025327e+01°)
6.91830970918931e+03	(-3.22268046831711e+01dB,-8.92989270031365e+01°)
7.07945784384132e+03	(-3.24267754194617e+01dB,-8.93148838340089e+01°)
7.24435960074984e+03	(-3.26267474726521e+01dB,-8.93304775457662e+01°)
7.41310241300911e+03	(-3.28267207834883e+01dB,-8.93457163971549e+01°)
7.58577575029177e+03	(-3.30266952953817e+01dB,-8.93606084593869e+01°)
7.76247116628685e+03	(-3.32266709542891e+01dB,-8.93751616203777e+01°)
7.94328234724275e+03	(-3.34266477085988e+01dB,-8.93893835888904e+01°)
8.12830516164092e+03	(-3.36266255090208e+01dB,-8.94032818985867e+01°)
8.31763771102664e+03	(-3.38266043084825e+01dB,-8.94168639119883e+01°)
8.51138038202369e+03	(-3.40265840620289e+01dB,-8.94301368243492e+01°)
8.70963589956073e+03	(-3.42265647267278e+01dB,-8.94431076674419e+01°)
8.91250938133738e+03	(-3.44265462615782e+01dB,-8.94557833132579e+01°)
9.12010839355902e+03	(-3.46265286274239e+01dB,-8.94681704776263e+01°)
9.33254300796983e+03	(-3.48265117868705e+01dB,-8.94802757237513e+01°)
9.54992586021428e+03	(-3.50264957042059e+01dB,-8.94921054656691e+01°)
9.77237220955802e+03	(-3.52264803453248e+01dB,-8.95036659716289e+01°)
1.00000000000000e+04	(-3.54264656776566e+01dB,-8.95149633673968e+01°)
